id,hits,lengthTell,lengthRatio,keywordTell,keywordWord,keywordAll,recallOnly,stemWords,underTagged,tagCount,stemPreview
"az204-012","0","","1.01","","","","","32","","4","A developer wants to deliver a dynamic web app globally with low latency, automa"
"az204-002","0","","0.98","","","","","27","","4","An application stores millions of small JSON documents that must be queried by p"
"az204-004","0","","0.98","","","","","25","","4","A developer wants an Azure Function to run on the first day of every month at 03"
"az204-009","0","","0.98","","","","","38","","3","A B2B integration needs a managed Azure messaging service that delivers messages"
"az204-010","0","","0.98","","","","","32","","4","A web API protects endpoints with Microsoft Entra ID (Azure AD). A daemon servic"
"az204-016","0","","0.98","","","","","21","","4","A developer wants to monitor an Azure Function with distributed tracing, excepti"
"az204-011","0","","0.97","","","","","21","","4","Which Microsoft Graph permission type should a multi-tenant SaaS app request to "
"az204-003","0","","0.95","","","","","33","","3","An Azure Cosmos DB account replicates across three regions and is configured for"
"az204-005","0","","0.95","","","","","39","","4","An Azure Function on the Consumption plan must process up to 5,000 messages per "
"az204-007","0","","0.95","","","","","31","","4","A developer must grant a web app running on App Service permission to read secre"
"az204-019","0","","0.94","","","","","27","","4","A developer needs to generate a time-limited URL that grants read-only access to"
"az204-015","0","","0.92","","","","","37","","3","An APIM product applies a generous shared rate limit. The team wants to addition"
"az204-017","0","","0.87","","","","","27","","3","An engineer opens the Application Insights Logs blade and writes ad-hoc queries "
"az204-014","0","","0.86","","","","","26","","5","An ARM template deployment must reference a secret stored in Key Vault at deploy"
"az204-008","0","","0.84","","","","","32","","4","An application needs to receive a notification within seconds when a new blob is"
"az204-006","0","","0.79","","","","","27","","4","Which Azure Storage service should be used to host static website assets (HTML, "
"az204-020","0","","0.78","","","","","24","","4","Which Azure Cognitive Search feature lets a developer surface results enriched w"
"az204-013","0","","0.76","","","","","26","","4","Which Azure App Configuration feature lets a developer roll out a new feature to"
"az204-001","0","","0.75","","","","","31","","4","A developer is building an ASP.NET Core web app that must run on Linux container"
"az204-018","0","","0.68","","","","","23","","4","Which Azure Container Apps feature is BEST suited to scale a service to zero whe"
